id,wgt,ethnicity,racegroup,state,gender,education,nativity1,nativity2,legality,income1,income2,age1,age2,reg,vote,voteres,party,partycloser1,partycloser2,favorbo,favordt,favorhc,contact1,contact2,e1,e2,e3,e4,e5,e6,i1,i2,i3,i4,mi1,mi2,mi3,mi4,mi5,mi6,mi7,mi8,mi9,ma1,ma2,ma3,ma4,ma5,ma6,ma7,identity
0400000186,1268.44932,(06) Indian,(1) Asian American,CT               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(3) Neither,(4) Somewhat disagree,(3) Neither,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000257,2595.3241928,(06) Indian,(1) Asian American,CA               ,(1) Male,(3) High school degree/GED,(08) India,NA,(3) Green card,"(6) $125,000 to $250,000",NA,(1) Below age 35,NA,NA,NA,NA,(2) Republican,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,NA,NA,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(5) Strongly disagree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000052,1831.0571145,(06) Indian,(1) Asian American,GA               ,(2) Female,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(3) Neither,(1) Strongly agree,(2) Somewhat agree,(3) Neither,(3) Neither,(4) Somewhat disagree,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0450000181,685.6029813,(06) Indian,(1) Asian American,FL               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(1) Yes,(1) Strongly agree,(3) Neither,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(3) Neither,(3) Neither,(1) Strongly agree,(1) Yes,(1) Yes,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(6) Other
0400000295,6766.5552555,(06) Indian,(1) Asian American,NJ               ,(1) Male,"(2) Some schooling, no high school degree/GED",(08) India,NA,(1) U.S. Citizen,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,(2) Closer to the Democratic party,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(1) Yes,(2) No,(5) American
0400000325,744.6066375,(06) Indian,(1) Asian American,VA               ,(1) Male,"(4) Some college, but no degree",(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(2) Somewhat agree,(4) Somewhat disagree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0400000404,857.5587644,(06) Indian,(1) Asian American,NY               ,(1) Male,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,NA,NA,(2) 35 or above,NA,(2) Not registered,(2) No,NA,(2) Republican,NA,NA,(1) Very unfavorable,(4) Very favorable,(1) Very unfavorable,(2) No,(2) No,(5) Strongly disagree,(2) Somewhat agree,(3) Neither,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,(3) Neither,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) ANSWERFROM(RETHNIC)
0450000142,1044.0798223,(06) Indian,(1) Asian American,IL               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,"(3) $50,000 to $75,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) No,(1) Yes,(2) Somewhat agree,(4) Somewhat disagree,(3) Neither,(4) Somewhat disagree,(4) Somewhat disagree,(5) Strongly disagree,(4) Somewhat disagree,(5) Strongly disagree,(4) Somewhat disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(5) American
0400000402,1318.2831078,(06) Indian,(1) Asian American,CA               ,(2) Female,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,NA,NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,NA,(3) Independent,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,NA,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,NA,NA,NA,NA,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(2) No,NA,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA
0400000331,1831.0571145,(06) Indian,(1) Asian American,GA               ,(2) Female,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,NA,(3) Independent,(3) Closer to neither party,NA,(5) No opinion,(5) No opinion,(5) No opinion,(2) No,(2) No,(2) Somewhat agree,NA,(1) Strongly agree,(3) Neither,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) ANSWERFROM(RETHNIC)
0450000255,321.8754005,(06) Indian,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(3) Neither,(2) Somewhat agree,(4) Somewhat disagree,(4) Somewhat disagree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0400000108,1330.1036131,(06) Indian,(1) Asian American,IL               ,(2) Female,"(4) Some college, but no degree",(08) India,NA,(1) U.S. Citizen,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,NA,(3) Independent,(3) Closer to neither party,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,NA,(2) No,(1) Strongly agree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000070,687.4650502,(06) Indian,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(3) Independent,NA,(3) Closer to neither party,(4) Very favorable,(3) Somewhat favorable,(3) Somewhat favorable,(1) Yes,(1) Yes,(5) Strongly disagree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000294,687.4650502,(06) Indian,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,(2) No,(2) No,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000006,321.8754005,(06) Indian,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(3) Neither,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0200000097,3237.4635006,(06) Indian,(1) Asian American,NY               ,(1) Male,(3) High school degree/GED,(28) Other,NA,(3) Green card,"(2) $20,000 to $50,000",NA,(1) Below age 35,NA,NA,NA,NA,(3) Independent,NA,NA,(4) Very favorable,(1) Very unfavorable,(1) Very unfavorable,NA,NA,(1) Strongly agree,NA,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) ANSWERFROM(RETHNIC)
0400000119,687.4650502,(06) Indian,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(28) Other,NA,(1) U.S. Citizen,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0450000057,1460.5726083,(06) Indian,(1) Asian American,MD               ,(2) Female,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(3) Independent,NA,(3) Closer to neither party,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000213,1034.8011835,(06) Indian,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(6) $125,000 to $250,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(2) Somewhat unfavorable,(1) Yes,(2) No,(3) Neither,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
1200000143,1644.4548457,(06) Indian,(9) Multiracial American,NY               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,(1) U.S. Citizen,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA
0400000424,1548.0341894,(06) Indian,(1) Asian American,CA               ,(2) Female,(3) High school degree/GED,(28) Other,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,(5) 65 or over,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000274,950.6467718,(06) Indian,(1) Asian American,NJ               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,(2) Closer to the Democratic party,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(4) Somewhat disagree,NA,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000137,687.4650502,(06) Indian,(1) Asian American,CA               ,(1) Male,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(5) Some other candidate,(3) Independent,(3) Closer to neither party,NA,(1) Very unfavorable,(1) Very unfavorable,(1) Very unfavorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) ANSWERFROM(RETHNIC)
0400000423,687.4650502,(06) Indian,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(3) Somewhat favorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(3) Neither,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0400000281,857.5587644,(06) Indian,(1) Asian American,NY               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(1) Democrat,(1) Closer to the Republican Party,NA,(3) Somewhat favorable,(4) Very favorable,(1) Very unfavorable,(2) No,(2) No,(5) Strongly disagree,(2) Somewhat agree,NA,(2) Somewhat agree,(2) Somewhat agree,NA,(2) Somewhat agree,NA,(1) Strongly agree,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,NA,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0400000286,1427.8578262,(06) Indian,(1) Asian American,VA               ,(2) Female,(6) Graduate or Professional degree,(08) India,NA,(3) Green card,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,NA,NA,NA,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,NA,NA,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(2) Somewhat agree,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0800000217,23.1337717,(06) Indian,(1) Asian American,[MASKED BY ICPSR],(1) Male,(5) College degree or Bachelor's degree,NA,NA,NA,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(5) Some other candidate,(3) Independent,(3) Closer to neither party,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(6) Other
0400000403,857.5587644,(06) Indian,(1) Asian American,NY               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(3) Green card,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,NA,NA,NA,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,NA,NA,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(1) Asian American
0800000115,915.2332505,(06) Indian,(1) Asian American,NV               ,(1) Male,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,NA,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0450000284,693.629268,(06) Indian,(1) Asian American,IL               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,NA,(2) Republican,NA,(2) Closer to the Democratic party,(3) Somewhat favorable,(1) Very unfavorable,(1) Very unfavorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000034,2204.1534563,(06) Indian,(1) Asian American,FL               ,(1) Male,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(2) Somewhat agree,(1) Strongly agree,(3) Neither,(3) Neither,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000198,920.0351589,(06) Indian,(1) Asian American,CO               ,(1) Male,(5) College degree or Bachelor's degree,NA,NA,NA,"(3) $50,000 to $75,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,(2) Closer to the Democratic party,NA,(4) Very favorable,(1) Very unfavorable,(2) Somewhat unfavorable,(1) Yes,(1) Yes,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(3) Neither,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0400000367,1318.2831078,(06) Indian,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,(08) India,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,(4) 50 to 64,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,NA,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(1) Strongly agree,(1) Strongly agree,(3) Neither,(1) Strongly agree,(3) Neither,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0450000018,2210.1398445,(06) Indian,(1) Asian American,CA               ,(1) Male,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(3) $50,000 to $75,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(3) Somewhat favorable,(5) No opinion,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,NA,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(3) Neither,(2) Somewhat agree,(2) No,(2) No,NA,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(5) American
0400000249,1330.1036131,(06) Indian,(1) Asian American,IL               ,(2) Female,(6) Graduate or Professional degree,(08) India,NA,(3) Green card,"(4) $75,000 to $100,000",NA,(2) 35 or above,(4) 50 to 64,NA,NA,NA,(2) Republican,(2) Closer to the Democratic party,NA,(3) Somewhat favorable,(1) Very unfavorable,(3) Somewhat favorable,NA,NA,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,NA,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
0400000075,2432.3786514,(06) Indian,(1) Asian American,CT               ,(2) Female,(5) College degree or Bachelor's degree,(08) India,NA,(1) U.S. Citizen,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,(1) Yes,(1) Yes,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(5) Strongly disagree,(4) Somewhat disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(3) ANSWERFROM(RETHNIC) American
