"year","case_id","weight","weight_cumulative","state","st","cd","dist","dist_up","cong","cong_up","zipcode","county_fips","tookpost","weight_post","rvweight","rvweight_post","starttime","age","gender","party","race","familyincome","college_grad_prob","married_prob","pid3","pid3_leaner","pid7","ideo5","birthyr","race0","hispanic","educ","faminc","marstat","economy_retro","newsint","approval_pres","approval_rep","approval_sen1","approval_sen2","approval_gov","intent_pres_08","intent_pres_12","intent_pres_16","voted_pres_08","voted_pres_12","voted_pres_16","vv_regstatus","vv_party_gen","vv_party_prm","vv_turnout_gvm","vv_turnout_pvm","intent_rep","intent_rep_party","voted_rep","voted_rep_party","intent_gov","intent_gov_party","voted_gov","voted_gov_party","intent_sen","intent_sen_party","voted_sen","voted_sen_party","intent_rep_chosen","intent_sen_chosen","intent_gov_chosen","voted_rep_chosen","voted_sen_chosen","voted_gov_chosen","rep_current","rep_icpsr","sen1_current","sen1_icpsr","sen2_current","sen2_icpsr","gov_current"
2016,303128311,0.374602981653885,0.190200894709712,"North Carolina","NC","NC-13",13,2,114,115,27592,37183,"Took Post-Election Survey",0.387987727313442,NA,NA,"13oct2016 15:55:15",57,"M","REP","M",150000,0,1,"Other","Independent (Excluding Leaners)","Independent","Very Conservative",1959,"Other","No","High School Graduate","150k+","Married","Gotten Worse / Somewhat Worse","Most Of The Time","Strongly Disapprove","Strongly Disapprove","Disapprove / Somewhat Disapprove","Strongly Disapprove","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","Dropped","Republican Party","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","George Holding (R)","Richard Burr (R)","Pat McCrory (R)","George Holding (R)","Richard Burr (R)","Pat McCrory (R)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303128469,0.896543519272412,0.455210950961844,"North Carolina","NC","NC-10",10,10,114,115,28016,37071,"Took Post-Election Survey",0.638748456828084,NA,NA,"09oct2016 22:24:30",58,"F","DEM","C",25000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1958,"White","No","High School Graduate","20k - 30k","Married","Gotten Worse / Somewhat Worse","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Patrick McHenry (R)",20522,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303128530,0.522642898379712,0.265366672861526,"North Carolina","NC","NC-4",4,4,114,115,27516,37135,"Took Post-Election Survey",0.359260287992963,NA,NA,"09oct2016 08:02:29",59,"M","NPA","C",35000,1,1,"Republican","Republican (Including Leaners)","Not Very Strong Republican","Conservative",1957,"White","No","4-Year","30k - 40k","Married","Stayed About The Same","Some Of The Time","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Approve / Somewhat Approve","Never Heard / Not Sure","Approve / Somewhat Approve",NA,NA,"I'm Not Sure",NA,"","Hilary Clinton","Active","No Party Affiliation","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","David Price (D)","Richard Burr (R)","Pat McCrory (R)","David Price (D)","Richard Burr (R)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303128549,0.6945426713964,0.35264705296907,"North Carolina","NC","NC-2",2,2,114,115,28339,37085,"Took Post-Election Survey",0.61818247805234,NA,NA,"11oct2016 14:45:11",47,"F","DEM","B",15000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Moderate",1969,"Black","No","Some College","10k - 20k","Single / Never Married","Gotten Worse / Somewhat Worse","Some Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Hillary Clinton (Democrat)",NA,"","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","","","","John P. McNeil (D)","Deborah K. Ross (D)","Roy Cooper (D)","Renee Ellmers (R)",21159,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303129464,1.59327407774779,0.808968881580921,"North Carolina","NC","NC-12",12,12,114,115,28202,37119,"Did Not Take Post-Election Survey",NA,NA,NA,"09oct2016 06:15:06",19,"M","NPA","C",45000,0,0,"Independent","Republican (Including Leaners)","Lean Republican","Moderate",1997,"White","No","Some College","40k - 50k","Single / Never Married","Gotten Worse / Somewhat Worse","Only Now And Then","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Approve / Somewhat Approve","Never Heard / Not Sure","Approve / Somewhat Approve",NA,NA,"Jill Stein (Green)",NA,"Mitt Romney","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","","","Leon Threatt (R)","Richard Burr (R)","Roy Cooper (D)","","","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303134330,0.881414254726082,0.447529219117887,"North Carolina","NC","NC-9",9,9,114,115,28104,37179,"Took Post-Election Survey",0.718437593196719,NA,NA,"10oct2016 06:17:30",52,"F","NPA","C",90000,1,1,"Republican","Republican (Including Leaners)","Strong Republican","Very Conservative",1964,"White","No","4-Year","80k - 100k","Married","Gotten Worse / Somewhat Worse","Most Of The Time","Strongly Disapprove","Strongly Disapprove","Approve / Somewhat Approve","Strongly Approve","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","No One","","I Did Not Vote In This Race","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","","Richard Burr (R)","Pat McCrory (R)","","Richard Burr (R)","Pat McCrory (R)","Robert Pittenger (R)",21347,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303137349,0.839460448617379,0.426227596202013,"North Carolina","NC","NC-12",12,5,114,115,27101,37067,"Took Post-Election Survey",1.65223689464491,NA,NA,"09oct2016 07:37:05",73,"M","NPA","B",65000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Moderate",1943,"Black","No","Some College","60k - 70k","Married","Stayed About The Same","Most Of The Time","Strongly Approve","Strongly Approve","Disapprove / Somewhat Disapprove","Disapprove / Somewhat Disapprove","Disapprove / Somewhat Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Josh Brannon (D)","Deborah K. Ross (D)","Roy Cooper (D)","Josh Brannon (D)","Deborah K. Ross (D)","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303137694,0.705892264345496,0.358409694590283,"North Carolina","NC","NC-6",6,6,114,115,27288,37157,"Took Post-Election Survey",0.827854339370941,NA,NA,"14oct2016 10:38:55",30,"F","NPA","C",25000,0,0,"Not Sure","Not Sure","Not Sure","Not Sure",1986,"White","No","2-Year","20k - 30k","Single / Never Married","Not Sure","Hardly At All","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"I'm Not Sure",NA,"","","Multiple Appearances","Declined To State","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","","","I'm Not Sure","","I Did Not Vote In This Race","","I'm Not Sure","","","","","","","","","","Mark Walker (R)",21543,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303142133,0.645844010845941,0.327920798076577,"North Carolina","NC","NC-4",4,4,114,115,27615,37183,"Took Post-Election Survey",0.53870393608088,NA,NA,"10oct2016 06:38:47",32,"M","DEM","B",90000,1,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Liberal",1984,"Mixed","No","4-Year","80k - 100k","Married","Gotten Better / Somewhat Better","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Jill Stein (Green)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","Democratic Party","Voted","Voted","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303142354,0.204798840913711,0.103984550804485,"North Carolina","NC","NC-12",12,13,114,115,27407,37081,"Took Post-Election Survey",0.855924780790977,NA,NA,"09oct2016 15:11:18",67,"M","DEM","B",135000,1,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Moderate",1949,"Black","No","Post-Grad","120k - 150k","Divorced","Gotten Better / Somewhat Better","Most Of The Time","Approve / Somewhat Approve","Approve / Somewhat Approve","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Not Sure / Don't Recall","Active","Democratic Party","Democratic Party","Voted","Voted","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Not Sure","","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","Bruce Davis (D)","","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303143069,0.452360582063455,0.229681533926956,"North Carolina","NC","NC-5",5,13,114,115,28677,37097,"Took Post-Election Survey",0.635194566324213,NA,NA,"09oct2016 18:38:46",25,"F","NPA","C",15000,0,0,"Not Sure","Democrat (Including Leaners)","Lean Democrat","Liberal",1991,"White","No","Some College","10k - 20k","Single / Never Married","Gotten Better / Somewhat Better","Only Now And Then","Approve / Somewhat Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Gary Johnson (Libertarian)",NA,"","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","","","I'm Not Sure","","I Did Not Vote In This Race","","No One","","","","","","","","","","Virginia Foxx (R)",20521,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303143263,2.58141633595531,1.31068817057793,"North Carolina","NC","NC-6",6,6,114,115,27320,37157,"Took Post-Election Survey",3.74911615074529,NA,NA,"09oct2016 10:57:30",26,"F","DEM","B",5000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Liberal",1990,"Black","No","No HS","Less than 10k","Single / Never Married","Gotten Much Worse","Most Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Approve / Somewhat Approve",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Pete Glidewell (D)","Deborah K. Ross (D)","Roy Cooper (D)","Pete Glidewell (D)","Deborah K. Ross (D)","Roy Cooper (D)","Mark Walker (R)",21543,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303143448,0.271628403513884,0.137916588781043,"North Carolina","NC","NC-6",6,13,114,115,27407,37081,"Did Not Take Post-Election Survey",NA,NA,NA,"09oct2016 07:55:32",45,"F","DEM","B",110000,1,0,"Democrat","Democrat (Including Leaners)","Not Very Strong Democrat","Moderate",1971,"Black","No","4-Year","100k - 120k","Single / Never Married","Gotten Better / Somewhat Better","Most Of The Time","Approve / Somewhat Approve","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","","Active","Democratic Party","Democratic Party","Voted","Voted","[Democrat / Candidate 1]","Democratic","","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","","","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","","","Roy Cooper (D)","Mark Walker (R)",21543,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303146146,0.34339046710868,0.174353054507193,"North Carolina","NC","NC-8",8,8,114,115,28146,37159,"Took Post-Election Survey",0.404982231691132,NA,NA,"09oct2016 10:21:58",52,"F","NPA","C",15000,0,1,"Not Sure","Independent (Excluding Leaners)","Independent","Not Sure",1964,"White","No","2-Year","10k - 20k","Married","Stayed About The Same","Hardly At All","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Hillary Clinton (Democrat)",NA,"","","Unregistered","Unknown","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","","","I'm Not Sure","","I Did Not Vote In This Race","","I'm Not Sure","","","","","","","","","","Richard Hudson (R)",21346,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303146683,2.65236447978199,1.34671137673141,"North Carolina","NC","NC-9",9,12,114,115,28214,37119,"Took Post-Election Survey",4.15318595346063,NA,NA,"09oct2016 11:06:00",19,"M","DEM","B",25000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Conservative",1997,"Black","No","High School Graduate","20k - 30k","Single / Never Married","Stayed About The Same","Only Now And Then","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Hillary Clinton (Democrat)",NA,"","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Other / Candidate 3]","Libertarian","[Democrat / Candidate 1]","Democratic","Alma Adams (D)","Sean Haugh (L)","Roy Cooper (D)","Alma Adams (D)","Deborah K. Ross (D)","Roy Cooper (D)","Robert Pittenger (R)",21347,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303150193,1.9326412640272,0.981279155728981,"North Carolina","NC","NC-5",5,5,114,115,28669,37193,"Took Post-Election Survey",2.60675932015205,NA,NA,"09oct2016 08:24:18",57,"M","NPA","C",90000,0,1,"Independent","Independent (Excluding Leaners)","Independent","Moderate",1959,"White","No","No HS","80k - 100k","Married","Stayed About The Same","Some Of The Time","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"I'm Not Sure",NA,"","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","","","I'm Not Sure","","I Did Not Vote In This Race","","I'm Not Sure","","","","","","","","","","Virginia Foxx (R)",20521,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303150440,0.358693954496702,0.182123246246004,"North Carolina","NC","NC-9",9,12,114,115,28278,37119,"Took Post-Election Survey",0.380401307229088,NA,NA,"09oct2016 08:45:44",32,"M","NPA","C",75000,1,0,"Other","Republican (Including Leaners)","Lean Republican","Conservative",1984,"White","No","Post-Grad","70k - 80k","Single / Never Married","Gotten Worse / Somewhat Worse","Most Of The Time","Strongly Disapprove","Never Heard / Not Sure","Approve / Somewhat Approve","Strongly Approve","Approve / Somewhat Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","","Richard Burr (R)","Pat McCrory (R)","Leon Threatt (R)","Richard Burr (R)","Pat McCrory (R)","Robert Pittenger (R)",21347,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303151076,0.502307837619461,0.255041750370253,"North Carolina","NC","NC-5",5,5,114,115,27104,37067,"Took Post-Election Survey",0.372189542949013,NA,NA,"09oct2016 09:43:33",58,"M","DEM","C",90000,1,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1958,"White","No","Post-Grad","80k - 100k","Separated","Gotten Better / Somewhat Better","Most Of The Time","Approve / Somewhat Approve","Strongly Disapprove","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Josh Brannon (D)","Deborah K. Ross (D)","Roy Cooper (D)","Josh Brannon (D)","Deborah K. Ross (D)","Roy Cooper (D)","Virginia Foxx (R)",20521,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303152662,0.361045014050334,0.183316973078188,"North Carolina","NC","NC-3",3,3,114,115,27958,37053,"Did Not Take Post-Election Survey",NA,NA,NA,"09oct2016 08:50:18",46,"M","REP","B",110000,0,1,"Republican","Republican (Including Leaners)","Strong Republican","Conservative",1970,"Mixed","No","Some College","100k - 120k","Married","Gotten Much Worse","Most Of The Time","Strongly Disapprove","Approve / Somewhat Approve","Approve / Somewhat Approve","Approve / Somewhat Approve","Approve / Somewhat Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","","","Walter B. Jones (R)","Richard Burr (R)","Pat McCrory (R)","","","Pat McCrory (R)","Walter Jones (R)",29546,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303153088,0.466796728531501,0.237011342040762,"North Carolina","NC","NC-10",10,10,114,115,28086,37045,"Took Post-Election Survey",0.327492975428749,NA,NA,"09oct2016 09:01:13",47,"F","DEM","C",35000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Liberal",1969,"White","No","Some College","30k - 40k","Divorced","Gotten Better / Somewhat Better","Some Of The Time","Strongly Approve","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Patrick McHenry (R)",20522,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303155160,0.2926000786359,0.14856474580894,"North Carolina","NC","NC-13",13,4,114,115,27609,37183,"Did Not Take Post-Election Survey",NA,NA,NA,"09oct2016 17:07:23",48,"M","NPA","A",55000,0,1,"Independent","Democrat (Including Leaners)","Lean Democrat","Moderate",1968,"Asian","No","Some College","50k - 60k","Domestic Partnership","Gotten Better / Somewhat Better","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","","Active","No Party Affiliation","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","","","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","","","Roy Cooper (D)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303157635,1.03082039849838,0.523388685305679,"North Carolina","NC","NC-4",4,4,114,115,27517,37135,"Took Post-Election Survey",1.01721296588884,NA,NA,"09oct2016 10:13:20",18,"F","NPA","A",45000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Liberal",1998,"Asian","No","High School Graduate","40k - 50k","Single / Never Married","Gotten Worse / Somewhat Worse","Some Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Disapprove / Somewhat Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"","Hilary Clinton","Dropped","No Party Affiliation","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303160146,0.471080134413977,0.239186198278304,"North Carolina","NC","NC-4",4,8,114,115,28314,37051,"Took Post-Election Survey",0.552472031730864,NA,NA,"09oct2016 13:17:17",38,"F","DEM","C",NA,0,1,"Independent","Independent (Excluding Leaners)","Independent","Not Sure",1978,"White","No","Some College","Prefer not to say","Married","Stayed About The Same","Only Now And Then","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Approve / Somewhat Approve",NA,NA,"I Won't Vote In This Election",NA,"","","Active","Democratic Party","Democratic Party","Voted","Voted","I'm Not Sure","","","","I'm Not Sure","","I Did Not Vote In This Race","","I'm Not Sure","","","","","","","","","","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303160537,1.6588543018231,0.842266580492224,"North Carolina","NC","NC-11",11,11,114,115,28786,37087,"Took Post-Election Survey",1.63701947125156,NA,NA,"10oct2016 07:55:50",26,"M","NPA","C",65000,1,0,"Independent","Independent (Excluding Leaners)","Independent","Conservative",1990,"White","No","4-Year","60k - 70k","Single / Never Married","Stayed About The Same","Most Of The Time","Strongly Disapprove","Approve / Somewhat Approve","Disapprove / Somewhat Disapprove","Strongly Disapprove","Disapprove / Somewhat Disapprove",NA,NA,"Gary Johnson (Libertarian)",NA,"Other / Someone Else","Other / Someone Else","Active","No Party Affiliation","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Other","","Other","","[Other / Candidate 3]","Libertarian","[Other / Candidate 3]","Libertarian","Mark Meadows (R)","Sean Haugh (L)","","Mark Meadows (R)","Sean Haugh (L)","","Mark Meadows (R)",21348,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303161447,1.1854482462075,0.601899419127028,"North Carolina","NC","NC-10",10,10,114,115,28722,37149,"Took Post-Election Survey",0.840565049778703,NA,NA,"09oct2016 10:40:51",36,"F","REP","C",35000,0,1,"Not Sure","Not Sure","Not Sure","Moderate",1980,"White","No","2-Year","30k - 40k","Domestic Partnership","Gotten Better / Somewhat Better","Some Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Disapprove / Somewhat Disapprove",NA,NA,"I'm Not Sure",NA,"Barack Obama","Donald Trump","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","I'm Not Sure","","[Republican / Candidate 2]","Republican","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Republican / Candidate 2]","Republican","","","","Patrick McHenry (R)","Richard Burr (R)","Roy Cooper (D)","Patrick McHenry (R)",20522,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,303168544,3.34720089028943,1.69950757277853,"North Carolina","NC","NC-8",8,13,114,115,27360,37057,"Did Not Take Post-Election Survey",NA,NA,NA,"10oct2016 04:51:04",39,"M","NPA","C",15000,0,0,"Republican","Republican (Including Leaners)","Strong Republican","Not Sure",1977,"White","No","No HS","10k - 20k","Separated","Stayed About The Same","Some Of The Time","Strongly Disapprove","Approve / Somewhat Approve","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Donald Trump (Republican)",NA,"","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","","","","Richard Burr (R)","Pat McCrory (R)","","","Pat McCrory (R)","Richard Hudson (R)",21346,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
